CustomerID,Recency,Frequency,Monetary,RecencyRS,FrequencyRS,MonetaryRS,cluster,R,F,M,RFMGroup,RFMScore,Segment,RFM_Loyalty_Level
12374.0,25,33,742.93,-0.20040080160320642,-0.09876543209876543,0.05491409518393918,C,3,2,3,323,8,Potential loyalists,Gold
12375.0,10,17,457.5,-0.32064128256513025,-0.2962962962962963,-0.1558730240784573,C,4,1,2,412,7,New customers,Silver
12377.0,315,77,1628.12,2.124248496993988,0.4444444444444444,0.7086178057255107,C,1,3,3,133,7,At risk,Silver
12378.0,129,219,4008.62,0.6332665330661322,2.197530864197531,2.4665925715319603,C,2,4,4,244,10,Can't loose them,Gold
12379.0,81,40,852.24,0.24849699398797595,-0.012345679012345678,0.1356384058961018,C,2,2,3,223,7,Hibernating,Silver
12380.0,21,104,2724.8100000000004,-0.23246492985971945,0.7777777777777778,1.518512090922854,C,3,4,4,344,11,Loyal customers,Platinum
12381.0,4,87,1845.3100000000004,-0.3687374749498998,0.5679012345679012,0.8690103868578374,C,4,3,4,434,11,Champions,Platinum
12383.0,184,99,1850.5600000000002,1.0741482965931863,0.7160493827160493,0.8728874578599308,C,1,4,4,144,9,Can't loose them,Gold
12384.0,28,27,585.2700000000001,-0.17635270541082165,-0.1728395061728395,-0.0615161932332188,C,3,2,2,322,7,Potential loyalists,Silver
12386.0,337,10,401.9,2.3006012024048097,-0.38271604938271603,-0.19693305221491544,C,1,1,2,112,4,Hibernating,Bronze
12388.0,15,100,2780.6600000000003,-0.280561122244489,0.7283950617283951,1.5597567414879834,C,4,4,4,444,12,Champions,Platinum
12390.0,79,32,549.84,0.23246492985971945,-0.1111111111111111,-0.08768088382449064,C,2,2,2,222,6,Hibernating,Silver
12391.0,21,93,439.66,-0.23246492985971945,0.6419753086419753,-0.16904768058842873,C,3,3,2,332,8,Loyal customers,Gold
12393.0,72,64,1582.6000000000001,0.17635270541082165,0.2839506172839506,0.6750017539130725,C,2,3,3,233,8,At risk,Gold
12394.0,63,27,1272.48,0.10420841683366733,-0.1728395061728395,0.4459813235951156,C,2,2,3,223,7,Hibernating,Silver
12395.0,19,156,3018.63,-0.24849699398797595,1.4197530864197532,1.7354951388914532,C,3,4,4,344,11,Loyal customers,Platinum
12397.0,35,126,2409.9000000000005,-0.12024048096192384,1.0493827160493827,1.2859542948715588,C,3,4,4,344,11,Loyal customers,Platinum
12398.0,45,85,1635.6599999999999,-0.04008016032064128,0.5432098765432098,0.7141860181742318,C,3,3,3,333,9,Loyal customers,Gold
12399.0,119,59,1108.65,0.5531062124248497,0.2222222222222222,0.3249945536383542,C,2,3,3,233,8,At risk,Gold
12401.0,303,5,84.3,2.0280561122244487,-0.4444444444444444,-0.4314773855987123,C,1,1,1,111,3,Hibernating,Bronze
12402.0,323,11,225.6,2.188376753507014,-0.37037037037037035,-0.32712878891379255,C,1,1,1,111,3,Hibernating,Bronze
12403.0,49,5,427.7,-0.008016032064128256,-0.4444444444444444,-0.17788001757605537,C,3,1,2,312,6,Promising,Silver
12405.0,148,54,1710.3900000000003,0.7855711422845691,0.16049382716049382,0.7693733545526047,C,1,3,4,134,8,At risk,Gold
12406.0,22,105,3415.3,-0.22444889779559118,0.7901234567901234,2.0284318540153534,C,3,4,4,344,11,Loyal customers,Platinum
12407.0,49,77,1708.1199999999997,-0.008016032064128256,0.4444444444444444,0.7676969829002704,C,3,3,4,334,10,Loyal customers,Gold
12408.0,32,105,2888.55,-0.14428857715430862,0.7901234567901234,1.6394323968052937,C,3,4,4,344,11,Loyal customers,Platinum
12409.0,78,109,11072.67,0.22444889779559118,0.8395061728395061,7.683320840548995,C,2,4,4,244,10,Can't loose them,Gold
12410.0,308,26,693.3299999999999,2.06813627254509,-0.18518518518518517,0.018285005335588016,C,1,2,3,123,6,Hibernating,Silver
12412.0,74,61,1226.88,0.19238476953907815,0.24691358024691357,0.4123061926055025,C,2,3,3,233,8,At risk,Gold
12413.0,66,38,758.1,0.1282565130260521,-0.037037037037037035,0.06611698415570308,C,2,2,3,223,7,Hibernating,Silver
12414.0,217,18,562.41,1.3386773547094188,-0.2839506172839506,-0.07839806811090655,C,1,2,2,122,5,Hibernating,Bronze
12415.0,24,714,124914.53,-0.20841683366733466,8.308641975308642,91.75436355110165,B,3,4,4,344,11,Loyal customers,Platinum
12417.0,3,192,3649.1000000000004,-0.37675350701402804,1.8641975308641976,2.2010907493085896,C,4,4,4,444,12,Champions,Platinum
12418.0,112,34,668.58,0.4969939879759519,-0.08641975308641975,7.384897146754316e-06,C,2,2,3,223,7,Hibernating,Silver
12420.0,63,29,600.3900000000001,0.10420841683366733,-0.14814814814814814,-0.050350228747189175,C,2,2,2,222,6,Hibernating,Silver
12421.0,15,45,807.0400000000001,-0.280561122244489,0.04938271604938271,0.10225867079236249,C,4,3,3,433,10,Champions,Gold
12422.0,95,39,803.5599999999998,0.36072144288577157,-0.024691358024691357,0.09968872658526025,C,2,2,3,223,7,Hibernating,Silver
12423.0,0,125,1859.31,-0.40080160320641284,1.037037037037037,0.87934924286342,C,4,4,4,444,12,Champions,Platinum
12424.0,162,30,1760.9599999999996,0.8977955911823647,-0.13580246913580246,0.8067187794241992,C,1,2,4,124,7,Hibernating,Silver
12425.0,78,36,777.1999999999999,0.22444889779559118,-0.06172839506172839,0.08022213770617694,C,2,2,3,223,7,Hibernating,Silver
12426.0,194,30,582.73,1.154308617234469,-0.13580246913580246,-0.06339195710851749,C,1,2,2,122,5,Hibernating,Bronze
12427.0,21,31,825.8,-0.23246492985971945,-0.12345679012345678,0.1161127378398436,C,3,2,3,323,8,Potential loyalists,Gold
12428.0,25,294,7956.46,-0.20040080160320642,3.123456790123457,5.382031806752012,C,3,4,4,344,11,Loyal customers,Platinum
12429.0,9,97,3750.4,-0.3286573146292585,0.691358024691358,2.275899757406129,C,4,3,4,434,11,Champions,Platinum
12430.0,43,11,256.4,-0.056112224448897796,-0.37037037037037035,-0.30438330570151,C,3,1,1,311,5,Promising,Bronze
12431.0,35,234,6419.950000000001,-0.12024048096192384,2.382716049382716,4.247334975242134,C,3,4,4,344,11,Loyal customers,Platinum
12432.0,42,108,5059.319999999999,-0.06412825651302605,0.8271604938271605,3.242523714750962,C,3,4,4,344,11,Loyal customers,Platinum
12433.0,0,420,13375.87,-0.40080160320641284,4.679012345679013,9.384210351410333,C,4,4,4,444,12,Champions,Platinum
12434.0,84,50,806.14,0.2725450901803607,0.1111111111111111,0.10159403004914637,C,2,3,3,233,8,At risk,Gold
12435.0,79,36,7829.890000000001,0.23246492985971945,-0.06172839506172839,5.288561163564396,C,2,2,4,224,8,Hibernating,Gold
12436.0,99,16,509.01000000000005,0.3927855711422846,-0.30864197530864196,-0.11783341887505873,C,2,1,2,212,5,Hibernating,Bronze
12437.0,1,199,4951.41,-0.3927855711422846,1.9506172839506173,3.162833289639359,C,4,4,4,444,12,Champions,Platinum
12438.0,14,98,2906.8500000000004,-0.28857715430861725,0.7037037037037037,1.6529467585840203,C,4,3,4,434,11,Champions,Platinum
12441.0,366,11,173.55,2.533066132264529,-0.37037037037037035,-0.3655671785631207,C,1,1,1,111,3,Hibernating,Bronze
12442.0,3,12,172.06,-0.37675350701402804,-0.35802469135802467,-0.36666752823800064,C,4,1,1,411,6,New customers,Silver
12444.0,21,176,5005.46,-0.23246492985971945,1.6666666666666667,3.202748658718056,C,3,4,4,344,11,Loyal customers,Platinum
12445.0,22,4,133.4,-0.22444889779559118,-0.4567901234567901,-0.39521754060770337,C,3,1,1,311,5,Promising,Bronze
12446.0,57,57,1002.3100000000001,0.056112224448897796,0.19753086419753085,0.24646355737880457,C,2,3,3,233,8,At risk,Gold
12447.0,243,26,476.49,1.5470941883767535,-0.18518518518518517,-0.14184910439659865,C,1,2,2,122,5,Hibernating,Bronze
12448.0,44,22,449.4500000000001,-0.04809619238476954,-0.2345679012345679,-0.16181786628166744,C,3,2,2,322,7,Potential loyalists,Silver
12449.0,22,191,4067.2900000000004,-0.22444889779559118,1.8518518518518519,2.5099197630925003,C,3,4,4,344,11,Loyal customers,Platinum
12450.0,156,8,197.88,0.8496993987975952,-0.4074074074074074,-0.3475997238048469,C,1,1,1,111,3,Hibernating,Bronze
12451.0,10,354,9035.52,-0.32064128256513025,3.8641975308641974,6.178906518279468,C,4,4,4,444,12,Champions,Platinum
12452.0,16,22,430.57,-0.2725450901803607,-0.2345679012345679,-0.17576055209491084,C,4,2,2,422,8,Potential loyalists,Gold
12453.0,134,43,707.0899999999999,0.6733466933867736,0.024691358024691357,0.028446623809646715,C,2,3,3,233,8,At risk,Gold
12454.0,56,15,3528.34,0.04809619238476954,-0.32098765432098764,2.1119107313632894,C,2,1,4,214,7,Hibernating,Silver
12455.0,73,90,2466.8599999999997,0.1843687374749499,0.6049382716049383,1.328018669019987,C,2,3,4,234,9,At risk,Gold
12456.0,44,125,3181.04,-0.04809619238476954,1.037037037037037,1.8554332534533626,C,3,4,4,344,11,Loyal customers,Platinum
12457.0,66,62,2363.23,0.1282565130260521,0.25925925925925924,1.2514889798872326,C,2,3,4,234,9,At risk,Gold
12458.0,71,38,947.4,0.1683366733466934,-0.037037037037037035,0.20591308714547868,C,2,2,3,223,7,Hibernating,Silver
12461.0,94,35,826.88,0.3527054108216433,-0.07407407407407407,0.11691030673170288,C,2,2,3,223,7,Hibernating,Silver
12462.0,18,62,1189.5900000000001,-0.2565130260521042,0.25925925925925924,0.3847679111449176,C,3,3,3,333,9,Loyal customers,Gold
12463.0,53,83,1344.7800000000002,0.02404809619238477,0.5185185185185185,0.49937412996680497,C,2,3,3,233,8,At risk,Gold
12464.0,10,29,1212.05,-0.32064128256513025,-0.14814814814814814,0.4013543901367313,C,4,2,3,423,9,Potential loyalists,Gold
12465.0,17,47,742.19,-0.26452905811623245,0.07407407407407407,0.054367612795072726,C,4,3,3,433,10,Champions,Gold
12468.0,187,38,729.54,1.0981963927855711,-0.037037037037037035,0.04502571790431375,C,1,2,3,123,6,Hibernating,Silver
12471.0,2,459,19788.65,-0.3847695390781563,5.160493827160494,14.119982423944794,C,4,4,4,444,12,Champions,Platinum
12472.0,32,339,6572.110000000001,-0.14428857715430862,3.6790123456790123,4.359703570228527,C,3,4,4,344,11,Loyal customers,Platinum
12473.0,29,167,3928.05,-0.1683366733466934,1.5555555555555556,2.4070924552198303,C,3,4,4,344,11,Loyal customers,Platinum
12474.0,17,422,7324.089999999999,-0.26452905811623245,4.703703703703703,4.915033065876975,C,4,4,4,444,12,Champions,Platinum
12475.0,53,36,723.3799999999999,0.02404809619238477,-0.06172839506172839,0.04047662126185717,C,2,2,3,223,7,Hibernating,Silver
12476.0,15,233,6816.42,-0.280561122244489,2.3703703703703702,4.540123992423097,C,4,4,4,444,12,Champions,Platinum
12477.0,22,300,13219.740000000002,-0.22444889779559118,3.197530864197531,9.268909952256642,C,3,4,4,344,11,Loyal customers,Platinum
12478.0,3,36,680.9900000000001,-0.37675350701402804,-0.06172839506172839,0.009172042256381446,C,4,2,3,423,9,Potential loyalists,Gold
12479.0,11,31,527.2,-0.312625250501002,-0.12345679012345678,-0.10440029096494768,C,4,2,2,422,8,Potential loyalists,Gold
12480.0,28,154,3281.6299999999997,-0.17635270541082165,1.3950617283950617,1.9297179338534762,C,3,4,4,344,11,Loyal customers,Platinum
12481.0,22,216,5579.82,-0.22444889779559118,2.1604938271604937,3.626907611244245,C,3,4,4,344,11,Loyal customers,Platinum
12483.0,17,75,2484.98,-0.26452905811623245,0.41975308641975306,1.3414001026500704,C,4,3,4,434,11,Champions,Platinum
12484.0,32,343,4527.32,-0.14428857715430862,3.728395061728395,2.8496471865388098,C,3,4,4,344,11,Loyal customers,Platinum
12488.0,9,55,1298.6600000000003,-0.3286573146292585,0.1728395061728395,0.465314984325556,C,4,3,3,433,10,Champions,Gold
12489.0,336,15,334.92999999999995,2.2925851703406814,-0.32098765432098764,-0.24638970840733634,C,1,1,2,112,4,Hibernating,Bronze
12490.0,5,245,5417.93,-0.36072144288577157,2.5185185185185186,3.5073535113339718,C,4,4,4,444,12,Champions,Platinum
12491.0,38,26,460.40000000000003,-0.09619238476953908,-0.18518518518518517,-0.15373140390587223,C,3,2,2,322,7,Potential loyalists,Silver
12492.0,63,20,263.21,0.10420841683366733,-0.25925925925925924,-0.2993541907445086,C,2,2,1,221,5,Hibernating,Bronze
12493.0,165,22,433.74,0.9218436873747495,-0.2345679012345679,-0.17341953969936097,C,1,2,2,122,5,Hibernating,Bronze
12494.0,15,77,1246.1,-0.280561122244489,0.4444444444444444,0.4264999649217384,C,4,3,3,433,10,Champions,Gold
12497.0,81,14,1043.1,0.24849699398797595,-0.3333333333333333,0.27658655284078515,C,2,1,3,213,6,Hibernating,Silver
12498.0,21,23,403.7,-0.23246492985971945,-0.2222222222222222,-0.19560377072848334,C,3,2,2,322,7,Potential loyalists,Silver
12500.0,23,61,4257.820000000001,-0.21643286573146292,0.24691358024691357,2.6506242084313376,C,3,3,4,334,10,Loyal customers,Gold
12501.0,336,149,2169.3900000000003,2.2925851703406814,1.3333333333333333,1.1083401335927896,C,1,4,4,144,9,Can't loose them,Gold
12502.0,95,147,3723.87,0.36072144288577157,1.308641975308642,2.256307625275549,C,2,4,4,244,10,Can't loose them,Gold
12504.0,18,9,482.04999999999995,-0.2565130260521042,-0.3950617283950617,-0.1377431015829529,C,3,1,2,312,6,Promising,Silver
12506.0,232,23,73.50000000000001,1.4589178356713426,-0.2222222222222222,-0.43945307451730486,C,1,2,1,121,4,Hibernating,Bronze
12507.0,134,21,1304.81,0.6733466933867736,-0.24691358024691357,0.4698566960708654,C,2,2,3,223,7,Hibernating,Silver
12508.0,26,68,397.88,-0.19238476953907815,0.3333333333333333,-0.19990178086794713,C,3,3,2,332,8,Loyal customers,Gold
12509.0,284,7,176.5,1.8757515030060121,-0.41975308641975306,-0.3633886339048015,C,1,1,1,111,3,Hibernating,Bronze
12510.0,142,33,982.5699999999999,0.7374749498997996,-0.09876543209876543,0.23188577041093247,C,1,2,3,123,6,Hibernating,Silver
12512.0,66,31,132.18,0.1282565130260521,-0.12345679012345678,-0.3961184980596184,C,2,2,1,221,5,Hibernating,Bronze
12513.0,112,35,612.2900000000001,0.4969939879759519,-0.07407407407407407,-0.04156220114244366,C,2,2,2,222,6,Hibernating,Silver
12514.0,267,51,1017.6800000000001,1.7394789579158316,0.12345679012345678,0.2578141442935053,C,1,3,3,133,7,At risk,Silver
12515.0,353,16,383.70000000000005,2.428857715430862,-0.30864197530864196,-0.21037356502217328,C,1,1,2,112,4,Hibernating,Bronze
12516.0,77,26,1312.06,0.21643286573146292,-0.18518518518518517,0.47521074650232803,C,2,2,3,223,7,Hibernating,Silver
12517.0,28,279,2481.6,-0.17635270541082165,2.9382716049382718,1.3389040074144367,C,3,4,4,344,11,Loyal customers,Platinum
12518.0,0,124,2056.89,-0.40080160320641284,1.0246913580246915,1.0252600406907832,C,4,4,4,444,12,Champions,Platinum
12519.0,63,17,330.84000000000003,0.10420841683366733,-0.2962962962962963,-0.24941013134039589,C,2,1,2,212,5,Hibernating,Bronze
12520.0,79,152,2634.26,0.23246492985971945,1.3703703703703705,1.4516418472581727,C,2,4,4,244,10,Can't loose them,Gold
12521.0,142,38,599.68,0.7374749498997996,-0.037037037037037035,-0.05087455644461528,C,1,2,2,122,5,Hibernating,Bronze
12522.0,39,12,192.72000000000003,-0.08817635270541083,-0.35802469135802467,-0.3514103307326189,C,3,1,1,311,5,Promising,Bronze
12523.0,19,106,1789.77,-0.24849699398797595,0.8024691358024691,0.8279946681042599,C,3,4,4,344,11,Loyal customers,Platinum
12524.0,9,144,4485.719999999999,-0.3286573146292585,1.271604938271605,2.818926014407934,C,4,4,4,444,12,Champions,Platinum
12526.0,0,71,1316.6600000000003,-0.40080160320641284,0.37037037037037035,0.47860779918987695,C,4,3,3,433,10,Champions,Gold
12527.0,81,18,348.71000000000004,0.24849699398797595,-0.2839506172839506,-0.23621332013898388,C,2,2,2,222,6,Hibernating,Silver
12528.0,9,92,1933.4800000000002,-0.3286573146292585,0.6296296296296297,0.9341230250015695,C,4,3,4,434,11,Champions,Platinum
12530.0,59,66,1662.28,0.07214428857715431,0.30864197530864196,0.7338446143791332,C,2,3,4,234,9,At risk,Gold
12531.0,14,17,125.22,-0.28857715430861725,-0.2962962962962963,-0.40125838647382256,C,4,1,1,411,6,New customers,Silver
12532.0,30,16,349.83000000000004,-0.16032064128256512,-0.30864197530864196,-0.23538621165853726,C,3,1,2,312,6,Promising,Silver
12534.0,130,63,1089.18,0.6412825651302605,0.2716049382716049,0.310616158893447,C,2,3,3,233,8,At risk,Gold
12535.0,91,34,716.35,0.3286573146292585,-0.08641975308641975,0.03528503856762525,C,2,2,3,223,7,Hibernating,Silver
12536.0,43,261,12601.830000000002,-0.056112224448897796,2.7160493827160495,8.812589772655944,C,3,4,4,344,11,Loyal customers,Platinum
12538.0,29,21,363.95,-0.1683366733466934,-0.24691358024691357,-0.22495873688719217,C,3,2,2,322,7,Potential loyalists,Silver
12539.0,22,273,5568.349999999999,-0.22444889779559118,2.8641975308641974,3.618437134216813,C,3,4,4,344,11,Loyal customers,Platinum
12540.0,19,478,13400.24,-0.24849699398797595,5.395061728395062,9.402207345757194,C,3,4,4,344,11,Loyal customers,Platinum
12541.0,29,52,981.1800000000002,-0.1683366733466934,0.13580246913580246,0.2308592697075212,C,3,3,3,333,9,Loyal customers,Gold
12544.0,36,19,372.70000000000005,-0.11222444889779559,-0.2716049382716049,-0.21849695188370277,C,3,2,2,322,7,Potential loyalists,Silver
12545.0,75,50,1000.39,0.20040080160320642,0.1111111111111111,0.24504565712661028,C,2,3,3,233,8,At risk,Gold
12546.0,46,69,1161.5,-0.03206412825651302,0.345679012345679,0.3640237350594299,C,3,3,3,333,9,Loyal customers,Gold
12547.0,197,8,207.8,1.1783567134268538,-0.4074074074074074,-0.34027390583517664,C,1,1,1,111,3,Hibernating,Bronze
12548.0,166,5,95.19999999999999,0.9298597194388778,-0.4444444444444444,-0.4234278477086512,C,1,1,1,111,3,Hibernating,Bronze
12550.0,79,57,964.83,0.23246492985971945,0.19753086419753085,0.21878496287242954,C,2,3,3,233,8,At risk,Gold
12551.0,357,10,168.0,2.4609218436873745,-0.38271604938271603,-0.3696657964796197,C,1,1,1,111,3,Hibernating,Bronze
12552.0,38,20,437.82,-0.09619238476953908,-0.25925925925925924,-0.17040650166344823,C,3,2,2,322,7,Potential loyalists,Silver
12553.0,8,191,3692.2799999999997,-0.3366733466933868,1.8518518518518519,2.2329787351886656,C,4,4,4,444,12,Champions,Platinum
12556.0,50,119,599.56,0.0,0.9629629629629629,-0.05096317521037743,C,3,4,2,342,9,Loyal customers,Gold
12557.0,16,33,11990.96,-0.2725450901803607,-0.09876543209876543,8.361468560646623,C,4,2,4,424,10,Potential loyalists,Gold
12558.0,7,11,269.96000000000004,-0.34468937875751504,-0.37037037037037035,-0.2943693851703882,C,4,1,1,411,6,New customers,Silver
12559.0,310,21,561.7099999999999,2.0841683366733466,-0.24691358024691357,-0.07891501091118573,C,1,2,2,122,5,Hibernating,Bronze
12560.0,5,105,2134.01,-0.36072144288577157,0.7901234567901234,1.0822123674872521,C,4,4,4,444,12,Champions,Platinum
12561.0,302,16,238.85,2.0200400801603204,-0.30864197530864196,-0.3173438001942229,C,1,1,1,111,3,Hibernating,Bronze
12562.0,8,168,3781.74,-0.3366733466933868,1.5679012345679013,2.299044025064341,C,4,4,4,444,12,Champions,Platinum
12564.0,261,21,456.90000000000003,1.691382765531062,-0.24691358024691357,-0.15631611790726796,C,1,2,2,122,5,Hibernating,Bronze
12565.0,288,9,145.92000000000002,1.907815631262525,-0.3950617283950617,-0.3859716493798534,C,1,1,1,111,3,Hibernating,Bronze
12566.0,86,19,351.65,0.28857715430861725,-0.2716049382716049,-0.2340421603778115,C,2,2,2,222,6,Hibernating,Silver
12567.0,22,446,9401.279999999999,-0.22444889779559118,5.0,6.4490165163224695,C,3,4,4,344,11,Loyal customers,Platinum
12569.0,2,188,4124.6900000000005,-0.3847695390781563,1.8148148148148149,2.5523090727153903,C,4,4,4,444,12,Champions,Platinum
12571.0,39,34,519.61,-0.08817635270541083,-0.08641975308641975,-0.11000542789940305,C,3,2,2,322,7,Potential loyalists,Silver
12572.0,8,60,1020.42,-0.3366733466933868,0.2345679012345679,0.2598376061117408,C,4,3,3,433,10,Champions,Gold
12573.0,227,28,160.54,1.4188376753507015,-0.16049382716049382,-0.3751749297511661,C,1,2,1,121,4,Hibernating,Bronze
12574.0,315,11,218.45000000000002,2.124248496993988,-0.37037037037037035,-0.3324089903737867,C,1,1,1,111,3,Hibernating,Bronze
12576.0,35,88,1315.83,-0.12024048096192384,0.5802469135802469,0.47799485272668857,C,3,3,3,333,9,Loyal customers,Gold
12577.0,35,146,626.5999999999999,-0.12024048096192384,1.2962962962962963,-0.030994413325308605,C,3,4,2,342,9,Loyal customers,Gold
12578.0,21,114,2794.5099999999998,-0.23246492985971945,0.9012345679012346,1.5699848240363632,C,3,4,4,344,11,Loyal customers,Platinum
12579.0,78,29,440.41999999999996,0.22444889779559118,-0.14814814814814814,-0.16848642840526856,C,2,2,2,222,6,Hibernating,Silver
12580.0,246,24,415.70000000000005,1.5711422845691383,-0.20987654320987653,-0.1867418941522693,C,1,2,2,122,5,Hibernating,Bronze
12581.0,39,15,197.70999999999998,-0.08817635270541083,-0.32098765432098764,-0.34772526705634327,C,3,1,1,311,5,Promising,Bronze
12582.0,238,22,511.3599999999999,1.5070140280561122,-0.2345679012345679,-0.11609796804555025,C,1,2,2,122,5,Hibernating,Bronze
12583.0,2,247,7281.379999999999,-0.3847695390781563,2.54320987654321,4.883492170162801,C,4,4,4,444,12,Champions,Platinum
12584.0,3,96,2338.1500000000005,-0.37675350701402804,0.6790123456790124,1.2329676578429458,C,4,3,4,434,11,Champions,Platinum
12585.0,234,87,2040.0999999999997,1.4749498997995991,0.5679012345679012,1.0128607983812303,C,1,3,4,134,8,At risk,Gold
12586.0,17,11,196.94000000000003,-0.26452905811623245,-0.37037037037037035,-0.3482939041366503,C,4,1,1,411,6,New customers,Silver
12587.0,7,4,144.0,-0.34468937875751504,-0.4567901234567901,-0.3873895496320477,C,4,1,1,411,6,New customers,Silver
12588.0,39,10,214.89999999999998,-0.08817635270541083,-0.38271604938271603,-0.3350306288609167,C,3,1,1,311,5,Promising,Bronze
12589.0,28,35,646.6800000000001,-0.17635270541082165,-0.07407407407407407,-0.016165539854443755,C,3,2,2,322,7,Potential loyalists,Silver
12590.0,211,68,9864.26,1.2905811623246493,0.3333333333333333,6.7909224844270994,C,1,3,4,134,8,At risk,Gold
12591.0,317,26,452.84999999999997,2.1402805611222444,-0.18518518518518517,-0.15930700125174024,C,1,2,2,122,5,Hibernating,Bronze
12592.0,92,18,437.6,0.3366733466933868,-0.2839506172839506,-0.1705689694006788,C,2,2,2,222,6,Hibernating,Silver
12593.0,108,21,418.0999999999999,0.4649298597194389,-0.24691358024691357,-0.18496951883702661,C,2,2,2,222,6,Hibernating,Silver
12594.0,37,118,3338.2200000000003,-0.10420841683366733,0.9506172839506173,1.9715090668074724,C,3,4,4,344,11,Loyal customers,Platinum
12596.0,51,27,618.27,0.008016032064128256,-0.1728395061728395,-0.03714603264863043,C,2,2,2,222,6,Hibernating,Silver
12597.0,19,206,3811.2199999999993,-0.24849699398797595,2.037037037037037,2.32081470185324,C,3,4,4,344,11,Loyal customers,Platinum
12598.0,9,132,3023.08,-0.3286573146292585,1.123456790123457,1.7387814181217993,C,4,4,4,444,12,Champions,Platinum
12599.0,29,62,1032.5800000000004,-0.1683366733466934,0.25925925925925924,0.2688176410423046,C,3,3,3,333,9,Loyal customers,Gold
12600.0,28,64,2599.04,-0.17635270541082165,0.2839506172839506,1.4256322395069843,C,3,3,4,334,10,Loyal customers,Gold
12601.0,189,28,577.0600000000001,1.1142284569138277,-0.16049382716049382,-0.06757919379077856,C,1,2,2,122,5,Hibernating,Bronze
12602.0,58,12,153.12,0.06412825651302605,-0.35802469135802467,-0.38065452343412504,C,2,1,1,211,4,Hibernating,Bronze
12603.0,21,2,739.1999999999999,-0.23246492985971945,-0.48148148148148145,0.05215952854816598,C,3,1,3,313,7,Promising,Silver
12604.0,79,16,254.17999999999998,0.23246492985971945,-0.30864197530864196,-0.30602275286810965,C,2,1,1,211,4,Hibernating,Bronze
12607.0,60,101,1579.51,0.08016032064128256,0.7407407407407407,0.6727198206946973,C,2,4,3,243,9,Can't loose them,Gold
